birth,death
0.0,0.7092078328132629
0.0,0.7782823443412781
0.0,0.8000558614730835
0.0,0.8308931589126587
0.0,0.8347101211547852
0.0,0.8444504737854004
0.0,0.8951014280319214
0.0,0.8988732695579529
0.0,1.0358730554580688
0.0,1.070325255393982
0.0,1.072108268737793
0.0,1.1235332489013672
0.0,1.1242960691452026
0.0,1.1634057760238647
0.0,1.1666170358657837
0.0,1.1697232723236084
0.0,1.1735641956329346
0.0,1.1749451160430908
0.0,1.1766293048858643
0.0,1.1849677562713623
0.0,1.1906123161315918
0.0,1.1983896493911743
0.0,1.2034932374954224
0.0,1.2211469411849976
0.0,1.2289166450500488
0.0,1.2546279430389404
0.0,1.2605608701705933
0.0,1.2686420679092407
0.0,1.2730505466461182
0.0,1.277256727218628
0.0,1.290155291557312
0.0,1.2948521375656128
0.0,1.2954387664794922
0.0,1.3052712678909302
0.0,1.3095237016677856
0.0,1.315687656402588
0.0,1.3214284181594849
0.0,1.3318278789520264
0.0,1.3380234241485596
0.0,1.3467166423797607
0.0,1.3588682413101196
0.0,1.3785333633422852
0.0,1.3995933532714844
0.0,1.4043973684310913
0.0,1.404822587966919
0.0,1.4116170406341553
0.0,1.424088478088379
0.0,1.4279100894927979
0.0,1.4303078651428223
0.0,1.4339081048965454
0.0,1.4425204992294312
0.0,1.4492677450180054
0.0,1.4621012210845947
0.0,1.4710838794708252
0.0,1.4942090511322021
0.0,1.4943772554397583
0.0,1.5117697715759277
0.0,1.5162464380264282
0.0,1.5184712409973145
0.0,1.5219963788986206
0.0,1.5230348110198975
0.0,1.5338865518569946
0.0,1.546989917755127
0.0,1.5475420951843262
0.0,1.5485215187072754
0.0,1.548855185508728
0.0,1.5569193363189697
0.0,1.5697479248046875
0.0,1.5745915174484253
0.0,1.575722098350525
0.0,1.5950911045074463
0.0,1.5970897674560547
0.0,1.604618787765503
0.0,1.608079433441162
0.0,1.6101826429367065
0.0,1.6130421161651611
0.0,1.6250262260437012
0.0,1.6289961338043213
0.0,1.6376235485076904
0.0,1.6457791328430176
0.0,1.646895408630371
0.0,1.6489471197128296
0.0,1.649454951286316
0.0,1.6503956317901611
0.0,1.651380181312561
0.0,1.6573723554611206
0.0,1.6631048917770386
0.0,1.68863844871521
0.0,1.6909489631652832
0.0,1.693434238433838
0.0,1.7049884796142578
0.0,1.720175862312317
0.0,1.734474778175354
0.0,1.7369282245635986
0.0,1.739138126373291
0.0,1.7435461282730103
0.0,1.7442560195922852
0.0,1.7459862232208252
0.0,1.747725248336792
0.0,1.751489281654358
0.0,1.7521077394485474
0.0,1.7595202922821045
0.0,1.7618247270584106
0.0,1.7635056972503662
0.0,1.7652065753936768
0.0,1.766668677330017
0.0,1.7734618186950684
0.0,1.775619626045227
0.0,1.788995623588562
0.0,1.7933619022369385
0.0,1.7995885610580444
0.0,1.8132047653198242
0.0,1.8191897869110107
0.0,1.8233524560928345
0.0,1.849158525466919
0.0,1.85499906539917
0.0,1.8562980890274048
0.0,1.8601975440979004
0.0,1.866706132888794
0.0,1.874769926071167
0.0,1.8795814514160156
0.0,1.881471872329712
0.0,1.8815115690231323
0.0,1.8831334114074707
0.0,1.8836089372634888
0.0,1.8901954889297485
0.0,1.8903591632843018
0.0,1.8927032947540283
0.0,1.8968464136123657
0.0,1.89885413646698
0.0,1.900759220123291
0.0,1.90338933467865
0.0,1.9055492877960205
0.0,1.9058657884597778
0.0,1.9117653369903564
0.0,1.9123597145080566
0.0,1.921384572982788
0.0,1.929344654083252
0.0,1.9294668436050415
0.0,1.9295201301574707
0.0,1.9302705526351929
0.0,1.9303576946258545
0.0,1.931831955909729
0.0,1.9327255487442017
0.0,1.9362871646881104
0.0,1.941793441772461
0.0,1.9432709217071533
0.0,1.948934555053711
0.0,1.9510478973388672
0.0,1.953383445739746
0.0,1.9588946104049683
0.0,1.974888801574707
0.0,1.9769227504730225
0.0,1.9797475337982178
0.0,1.9835400581359863
0.0,1.9885677099227905
0.0,1.9889222383499146
0.0,1.9939818382263184
0.0,1.994816541671753
0.0,2.001864194869995
0.0,2.005014181137085
0.0,2.006168842315674
0.0,2.0112876892089844
0.0,2.012125253677368
0.0,2.016894578933716
0.0,2.0299108028411865
0.0,2.0351979732513428
0.0,2.0435075759887695
0.0,2.044857978820801
0.0,2.0574564933776855
0.0,2.0582592487335205
0.0,2.0615851879119873
0.0,2.0676777362823486
0.0,2.0705926418304443
0.0,2.0705931186676025
0.0,2.076016902923584
0.0,2.086618661880493
0.0,2.087366819381714
0.0,2.105207920074463
0.0,2.1094157695770264
0.0,2.111745595932007
0.0,2.119500160217285
0.0,2.1239428520202637
0.0,2.1242294311523438
0.0,2.1380579471588135
0.0,2.1383533477783203
0.0,2.1448113918304443
0.0,2.14554762840271
0.0,2.1456449031829834
0.0,2.14829421043396
0.0,2.1511034965515137
0.0,2.1644372940063477
0.0,2.1704840660095215
0.0,2.1783199310302734
0.0,2.179360866546631
0.0,2.193774700164795
0.0,2.193854808807373
0.0,2.1980223655700684
0.0,2.19897198677063
0.0,2.19974422454834
0.0,2.200247287750244
0.0,2.201500654220581
0.0,2.2115912437438965
0.0,2.217156410217285
0.0,2.2176337242126465
0.0,2.219850540161133
0.0,2.222740888595581
0.0,2.235051155090332
0.0,2.2378005981445312
0.0,2.243712902069092
0.0,2.245266914367676
0.0,2.245955228805542
0.0,2.2477424144744873
0.0,2.260619640350342
0.0,2.2730712890625
0.0,2.2754619121551514
0.0,2.281036376953125
0.0,2.2839393615722656
0.0,2.2937755584716797
