birth,death
6.33320426940918,6.668176651000977
5.335024356842041,5.482667922973633
5.026956081390381,5.055128574371338
4.970626354217529,5.00963020324707
4.748866081237793,4.753327369689941
4.702707767486572,4.854184627532959
4.591513156890869,4.669877529144287
4.580932140350342,4.6854987144470215
4.52052116394043,4.54772424697876
4.469344615936279,4.612245559692383
4.342972278594971,4.368555545806885
4.265250205993652,4.349514007568359
4.206057071685791,4.253612518310547
4.202932834625244,4.326562881469727
4.117090702056885,4.190781593322754
3.993926763534546,4.075329303741455
3.9708030223846436,4.32125186920166
3.9306342601776123,3.934434652328491
3.844277858734131,3.8984687328338623
3.786869525909424,3.790558338165283
3.7747340202331543,3.7849953174591064
3.750037670135498,3.9723315238952637
3.714860677719116,4.075329303741455
3.656533718109131,3.7362797260284424
3.6290993690490723,3.799769878387451
3.578500509262085,3.590108871459961
3.574974536895752,3.6744396686553955
3.56642746925354,3.7359139919281006
3.5613186359405518,3.8354384899139404
3.56101655960083,3.7932732105255127
3.547963857650757,3.776533842086792
3.536634922027588,3.6084139347076416
3.5240910053253174,3.5560648441314697
3.513697624206543,3.719041347503662
3.5112721920013428,3.565124988555908
3.4964942932128906,3.6169240474700928
3.4917001724243164,3.514249801635742
3.4636220932006836,3.4740655422210693
3.4590165615081787,3.5007903575897217
3.428363561630249,3.6032509803771973
3.4181461334228516,3.508106231689453
3.411771535873413,3.567451000213623
3.410181999206543,3.849684238433838
3.405261278152466,3.4946208000183105
3.404165506362915,3.4400665760040283
3.3455491065979004,3.656628131866455
3.3356945514678955,3.3501510620117188
3.3064630031585693,3.623119831085205
3.2683067321777344,3.339991331100464
3.249589681625366,3.3954286575317383
3.1454689502716064,3.2146382331848145
3.144940137863159,3.1880409717559814
3.1160428524017334,3.3536055088043213
2.993131160736084,3.0401833057403564
2.891010284423828,2.8945565223693848
2.8162543773651123,2.9779348373413086
2.7311201095581055,2.8348326683044434
2.705277919769287,2.7179839611053467
2.6596856117248535,2.698424816131592
2.3036653995513916,2.3347859382629395
